lat,lon,pi,zwd,n_stations
-75.000000,-30.000000,0.148002,15.476959,5.000000
-75.000000,-25.000000,0.150988,16.183327,5.000000
-75.000000,-20.000000,0.144351,11.396644,5.000000
-75.000000,-15.000000,0.145844,12.249075,5.000000
-75.000000,-10.000000,0.145817,12.249075,5.000000
-75.000000,-5.000000,0.145790,12.249075,5.000000
-75.000000,0.000000,0.145760,12.249075,5.000000
-75.000000,5.000000,0.145730,12.249075,5.000000
-75.000000,10.000000,0.145698,12.249075,5.000000
-75.000000,15.000000,0.145665,12.249075,5.000000
-75.000000,20.000000,0.145632,12.249075,5.000000
-75.000000,25.000000,0.145334,12.249075,5.000000
-75.000000,30.000000,0.145144,12.249075,5.000000
-75.000000,35.000000,0.143868,12.249075,5.000000
-75.000000,40.000000,0.144540,12.249075,5.000000
-75.000000,45.000000,0.144810,12.249075,5.000000
-75.000000,50.000000,0.145550,13.432582,5.000000
-75.000000,55.000000,0.144323,11.028656,5.000000
-75.000000,60.000000,0.144280,11.028656,5.000000
-75.000000,65.000000,0.144406,11.028656,5.000000
-75.000000,70.000000,0.144368,11.028656,5.000000
-75.000000,75.000000,0.146401,13.592760,5.000000
-75.000000,80.000000,0.146384,13.592760,5.000000
-75.000000,85.000000,0.146345,13.592760,5.000000
-75.000000,90.000000,0.145755,13.592760,5.000000
-75.000000,95.000000,0.145794,13.592760,5.000000
-75.000000,100.000000,0.145792,13.592760,5.000000
-75.000000,105.000000,0.145970,14.120610,5.000000
-75.000000,110.000000,0.145981,14.120610,5.000000
-75.000000,115.000000,0.144330,13.268179,5.000000
-75.000000,120.000000,0.145302,13.268179,5.000000
-75.000000,125.000000,0.145332,13.268179,5.000000
-75.000000,130.000000,0.146007,13.268179,5.000000
-75.000000,135.000000,0.144946,10.355412,5.000000
-75.000000,140.000000,0.144988,10.355412,5.000000
-75.000000,145.000000,0.145034,10.355412,5.000000
-75.000000,150.000000,0.145938,10.355412,5.000000
-75.000000,155.000000,0.145981,10.355412,5.000000
-75.000000,160.000000,0.146026,10.355412,5.000000
-75.000000,165.000000,0.146070,10.355412,5.000000
-75.000000,170.000000,0.146114,10.355412,5.000000
-75.000000,175.000000,0.150215,14.560193,5.000000
-70.000000,-180.000000,0.149866,14.560193,5.000000
-70.000000,-175.000000,0.149874,14.560193,5.000000
-70.000000,-170.000000,0.150318,14.560193,5.000000
-70.000000,-165.000000,0.150304,14.560193,5.000000
-70.000000,-160.000000,0.150327,14.560193,5.000000
-70.000000,-155.000000,0.150331,14.560193,5.000000
-70.000000,-150.000000,0.150337,14.560193,5.000000
-70.000000,-145.000000,0.150344,14.560193,5.000000
-70.000000,-140.000000,0.145072,9.520569,5.000000
-70.000000,-135.000000,0.145565,9.520569,5.000000
-70.000000,-130.000000,0.145489,9.520569,5.000000
-70.000000,-125.000000,0.150175,14.650462,5.000000
-70.000000,-120.000000,0.150076,14.650462,5.000000
-70.000000,-115.000000,0.150086,14.650462,5.000000
-70.000000,-110.000000,0.151712,21.025634,5.000000
-70.000000,-105.000000,0.151148,21.025634,5.000000
-70.000000,-100.000000,0.151160,21.025634,5.000000
-70.000000,-95.000000,0.149119,21.025634,5.000000
-70.000000,-90.000000,0.149953,21.841071,5.000000
-70.000000,-85.000000,0.149958,21.841071,5.000000
-70.000000,-80.000000,0.149962,21.841071,5.000000
-70.000000,-75.000000,0.149808,21.841071,5.000000
-70.000000,-70.000000,0.149192,21.841071,5.000000
-70.000000,-65.000000,0.151317,21.841071,5.000000
-70.000000,-60.000000,0.151933,21.841071,5.000000
-70.000000,-55.000000,0.151747,21.841071,5.000000
-70.000000,-50.000000,0.151766,21.841071,5.000000
-70.000000,-45.000000,0.151992,21.841071,5.000000
-70.000000,-40.000000,0.151997,21.841071,5.000000
-70.000000,-35.000000,0.152015,21.841071,5.000000
-70.000000,-30.000000,0.152032,21.841071,5.000000
-70.000000,-25.000000,0.152048,21.841071,5.000000
-70.000000,-20.000000,0.148947,16.183327,5.000000
-70.000000,-15.000000,0.151050,16.183327,5.000000
-70.000000,-10.000000,0.145834,12.249075,5.000000
-70.000000,-5.000000,0.145808,12.249075,5.000000
-70.000000,0.000000,0.145781,12.249075,5.000000
-70.000000,5.000000,0.145753,12.249075,5.000000
-70.000000,10.000000,0.145469,12.249075,5.000000
-70.000000,15.000000,0.145436,12.249075,5.000000
-70.000000,20.000000,0.144649,12.249075,5.000000
-70.000000,25.000000,0.144455,12.249075,5.000000
-70.000000,30.000000,0.143945,12.249075,5.000000
-70.000000,35.000000,0.143903,12.249075,5.000000
-70.000000,40.000000,0.145399,15.161841,5.000000
-70.000000,45.000000,0.144622,13.432582,5.000000
-70.000000,50.000000,0.144505,13.432582,5.000000
-70.000000,55.000000,0.144544,11.028656,5.000000
-70.000000,60.000000,0.146201,13.592760,5.000000
-70.000000,65.000000,0.146173,13.592760,5.000000
-70.000000,70.000000,0.146148,13.592760,5.000000
-70.000000,75.000000,0.146126,13.592760,5.000000
-70.000000,80.000000,0.145991,13.592760,5.000000
-70.000000,85.000000,0.145975,13.592760,5.000000
-70.000000,90.000000,0.145361,13.592760,5.000000
-70.000000,95.000000,0.145676,13.592760,5.000000
-70.000000,100.000000,0.145461,13.592760,5.000000
-70.000000,105.000000,0.145965,14.120610,5.000000
-70.000000,110.000000,0.146017,14.120610,5.000000
-70.000000,115.000000,0.145979,14.120610,5.000000
-70.000000,120.000000,0.144382,13.268179,5.000000
-70.000000,125.000000,0.144411,13.268179,5.000000
-70.000000,130.000000,0.145387,13.268179,5.000000
-70.000000,135.000000,0.145419,13.268179,5.000000
-70.000000,140.000000,0.146081,13.268179,5.000000
-70.000000,145.000000,0.150710,17.124296,5.000000
-70.000000,150.000000,0.150701,17.124296,5.000000
-70.000000,155.000000,0.149354,17.124296,5.000000
-70.000000,160.000000,0.149368,17.124296,5.000000
-70.000000,165.000000,0.149383,17.124296,5.000000
-70.000000,170.000000,0.149853,14.560193,5.000000
-70.000000,175.000000,0.149860,14.560193,5.000000
-65.000000,-180.000000,0.151558,25.101658,5.000000
-65.000000,-175.000000,0.151549,25.101658,5.000000
-65.000000,-170.000000,0.151541,25.101658,5.000000
-65.000000,-165.000000,0.151535,25.101658,5.000000
-65.000000,-160.000000,0.151534,25.262051,5.000000
-65.000000,-155.000000,0.148254,14.560193,5.000000
