lat,lon,pi,zwd,n_stations
-50.000000,-85.000000,0.156144,45.213570,5.000000
-50.000000,-80.000000,0.156959,45.213570,5.000000
-50.000000,-75.000000,0.156972,45.213570,5.000000
-50.000000,-70.000000,0.156995,45.213570,5.000000
-50.000000,-65.000000,0.156939,45.213570,5.000000
-50.000000,-60.000000,0.156081,45.213570,5.000000
-50.000000,-55.000000,0.157528,47.052955,5.000000
-50.000000,-50.000000,0.157522,52.849951,5.000000
-50.000000,-45.000000,0.157540,52.849951,5.000000
-50.000000,-40.000000,0.157550,59.807855,5.000000
-50.000000,-35.000000,0.157566,59.807855,5.000000
-50.000000,-30.000000,0.150278,30.565469,5.000000
-50.000000,-25.000000,0.153536,40.872361,5.000000
-50.000000,-20.000000,0.153553,40.872361,5.000000
-50.000000,-15.000000,0.156359,47.118081,5.000000
-50.000000,-10.000000,0.157154,39.455254,5.000000
-50.000000,-5.000000,0.156686,39.455254,5.000000
-50.000000,0.000000,0.155946,47.774309,5.000000
-50.000000,5.000000,0.150230,38.540308,5.000000
-50.000000,10.000000,0.148686,38.540308,5.000000
-50.000000,15.000000,0.148472,38.540308,5.000000
-50.000000,20.000000,0.148458,38.540308,5.000000
-50.000000,25.000000,0.147916,39.091574,5.000000
-50.000000,30.000000,0.149119,39.091574,5.000000
-50.000000,35.000000,0.149061,39.091574,5.000000
-50.000000,40.000000,0.149050,39.091574,5.000000
-50.000000,45.000000,0.150721,39.760809,5.000000
-50.000000,50.000000,0.153133,39.760809,5.000000
-50.000000,55.000000,0.154404,39.760809,5.000000
-50.000000,60.000000,0.151589,27.791080,5.000000
-50.000000,65.000000,0.153403,27.791080,5.000000
-50.000000,70.000000,0.146577,13.592760,5.000000
-50.000000,75.000000,0.146564,13.592760,5.000000
-50.000000,80.000000,0.146441,13.592760,5.000000
-50.000000,85.000000,0.153848,25.282319,5.000000
-50.000000,90.000000,0.153674,25.282319,5.000000
-50.000000,95.000000,0.153665,25.282319,5.000000
-50.000000,100.000000,0.151242,25.282319,5.000000
-50.000000,105.000000,0.148713,25.810170,5.000000
-50.000000,110.000000,0.146797,25.810170,5.000000
-50.000000,115.000000,0.154421,34.597709,5.000000
-50.000000,120.000000,0.156321,40.781356,5.000000
-50.000000,125.000000,0.155067,40.039299,5.000000
-50.000000,130.000000,0.154154,44.244079,5.000000
-50.000000,135.000000,0.153156,44.244079,5.000000
-50.000000,140.000000,0.153494,44.244079,5.000000
-50.000000,145.000000,0.156816,52.123231,5.000000
-50.000000,150.000000,0.157756,52.123231,5.000000
-50.000000,155.000000,0.157496,56.408736,5.000000
-50.000000,160.000000,0.157022,52.708979,5.000000
-50.000000,165.000000,0.157202,52.708979,5.000000
-50.000000,170.000000,0.157276,55.560736,5.000000
-50.000000,175.000000,0.157258,55.560736,5.000000
-45.000000,-180.000000,0.157039,55.560736,5.000000
-45.000000,-175.000000,0.157020,55.560736,5.000000
-45.000000,-170.000000,0.157664,66.796485,5.000000
-45.000000,-165.000000,0.157259,66.796485,5.000000
-45.000000,-160.000000,0.156966,77.066296,5.000000
-45.000000,-155.000000,0.156192,77.066296,5.000000
-45.000000,-150.000000,0.156529,77.066296,5.000000
-45.000000,-145.000000,0.158614,86.979876,5.000000
-45.000000,-140.000000,0.160947,94.539728,5.000000
-45.000000,-135.000000,0.159706,94.539728,5.000000
-45.000000,-130.000000,0.157322,90.678121,5.000000
-45.000000,-125.000000,0.159187,90.678121,5.000000
-45.000000,-120.000000,0.157018,82.810804,5.000000
-45.000000,-115.000000,0.157011,82.810804,5.000000
-45.000000,-110.000000,0.157305,71.203040,5.000000
-45.000000,-105.000000,0.157916,55.681256,5.000000
-45.000000,-100.000000,0.157918,55.681256,5.000000
-45.000000,-95.000000,0.158872,48.045953,5.000000
-45.000000,-90.000000,0.158877,48.045953,5.000000
-45.000000,-85.000000,0.158884,48.045953,5.000000
-45.000000,-80.000000,0.158719,48.045953,5.000000
-45.000000,-75.000000,0.158094,48.045953,5.000000
-45.000000,-70.000000,0.157203,51.072177,5.000000
-45.000000,-65.000000,0.157252,49.494749,5.000000
-45.000000,-60.000000,0.156817,49.494749,5.000000
-45.000000,-55.000000,0.158697,53.444637,5.000000
-45.000000,-50.000000,0.158629,53.444637,5.000000
-45.000000,-45.000000,0.158984,70.684623,5.000000
-45.000000,-40.000000,0.159939,84.265272,5.000000
-45.000000,-35.000000,0.159897,84.265272,5.000000
-45.000000,-30.000000,0.159914,84.265272,5.000000
-45.000000,-25.000000,0.153825,80.567533,5.000000
-45.000000,-20.000000,0.159078,80.567533,5.000000
-45.000000,-15.000000,0.154078,47.722376,5.000000
-45.000000,-10.000000,0.153604,39.455254,5.000000
-45.000000,-5.000000,0.153804,47.774309,5.000000
-45.000000,0.000000,0.152111,47.774309,5.000000
-45.000000,5.000000,0.152558,47.774309,5.000000
-45.000000,10.000000,0.152535,47.774309,5.000000
-45.000000,15.000000,0.155362,48.179511,5.000000
-45.000000,20.000000,0.147215,38.540308,5.000000
-45.000000,25.000000,0.147982,39.091574,5.000000
-45.000000,30.000000,0.147964,39.091574,5.000000
-45.000000,35.000000,0.147877,39.091574,5.000000
-45.000000,40.000000,0.147861,39.091574,5.000000
-45.000000,45.000000,0.148011,39.760809,5.000000
-45.000000,50.000000,0.149283,39.760809,5.000000
-45.000000,55.000000,0.150803,39.760809,5.000000
-45.000000,60.000000,0.154580,39.760809,5.000000
-45.000000,65.000000,0.151702,27.791080,5.000000
-45.000000,70.000000,0.153552,27.791080,5.000000
-45.000000,75.000000,0.154010,25.282319,5.000000
-45.000000,80.000000,0.154001,25.282319,5.000000
-45.000000,85.000000,0.153880,25.282319,5.000000
-45.000000,90.000000,0.148525,25.282319,5.000000
-45.000000,95.000000,0.155277,40.872413,5.000000
-45.000000,100.000000,0.152584,40.872413,5.000000
-45.000000,105.000000,0.152542,40.872413,5.000000
-45.000000,110.000000,0.156435,49.659953,5.000000
-45.000000,115.000000,0.161172,54.056646,5.000000
-45.000000,120.000000,0.158770,58.709511,5.000000
-45.000000,125.000000,0.159688,58.709511,5.000000
-45.000000,130.000000,0.159964,58.709511,5.000000
-45.000000,135.000000,0.159300,62.533915,5.000000
-45.000000,140.000000,0.159283,62.533915,5.000000
-45.000000,145.000000,0.157391,56.935337,5.000000
-45.000000,150.000000,0.156641,56.408736,5.000000
-45.000000,155.000000,0.157573,56.408736,5.000000
-45.000000,160.000000,0.157498,54.694032,5.000000
-45.000000,165.000000,0.157492,55.560736,5.000000
-45.000000,170.000000,0.157079,55.560736,5.000000
-45.000000,175.000000,0.157059,55.560736,5.000000
-40.000000,-180.000000,0.157868,73.545822,5.000000
-40.000000,-175.000000,0.157850,73.545822,5.000000
-40.000000,-170.000000,0.156498,80.239118,5.000000
-40.000000,-165.000000,0.161935,103.088836,5.000000
-40.000000,-160.000000,0.160813,99.916014,5.000000
-40.000000,-155.000000,0.159530,99.916014,5.000000
-40.000000,-150.000000,0.159515,99.916014,5.000000
-40.000000,-145.000000,0.160074,94.539728,5.000000
-40.000000,-140.000000,0.159872,94.539728,5.000000
-40.000000,-135.000000,0.159858,94.539728,5.000000
-40.000000,-130.000000,0.157454,90.678121,5.000000
-40.000000,-125.000000,0.157358,90.678121,5.000000
-40.000000,-120.000000,0.158772,93.119915,5.000000
-40.000000,-115.000000,0.156665,82.810804,5.000000
-40.000000,-110.000000,0.157190,82.810804,5.000000
-40.000000,-105.000000,0.157907,56.341526,5.000000
-40.000000,-100.000000,0.157173,56.341526,5.000000
-40.000000,-95.000000,0.158347,56.936212,5.000000
-40.000000,-90.000000,0.156145,48.045953,5.000000
-40.000000,-85.000000,0.159289,50.601149,5.000000
-40.000000,-80.000000,0.159400,50.601149,5.000000
-40.000000,-75.000000,0.159408,50.601149,5.000000
-40.000000,-70.000000,0.159185,52.327133,5.000000
-40.000000,-65.000000,0.157786,57.463858,5.000000
-40.000000,-60.000000,0.159213,62.190934,5.000000
-40.000000,-55.000000,0.159976,76.205724,5.000000
-40.000000,-50.000000,0.160424,90.123880,5.000000
-40.000000,-45.000000,0.161894,96.419857,5.000000
-40.000000,-40.000000,0.161883,96.419857,5.000000
-40.000000,-35.000000,0.162530,109.147560,5.000000
-40.000000,-30.000000,0.163256,112.345765,5.000000
-40.000000,-25.000000,0.163128,112.345765,5.000000
-40.000000,-20.000000,0.162899,105.344865,5.000000
-40.000000,-15.000000,0.157203,85.721218,5.000000
-40.000000,-10.000000,0.158560,80.727854,5.000000
-40.000000,-5.000000,0.157788,72.956639,5.000000
-40.000000,0.000000,0.150639,47.774309,5.000000
-40.000000,5.000000,0.150590,47.774309,5.000000
-40.000000,10.000000,0.150582,47.774309,5.000000
-40.000000,15.000000,0.151122,48.179511,5.000000
-40.000000,20.000000,0.151115,48.179511,5.000000
-40.000000,25.000000,0.155544,48.179511,5.000000
-40.000000,30.000000,0.148042,39.091574,5.000000
-40.000000,35.000000,0.147957,39.091574,5.000000
-40.000000,40.000000,0.147943,39.091574,5.000000
-40.000000,45.000000,0.148095,39.760809,5.000000
-40.000000,50.000000,0.148084,39.760809,5.000000
-40.000000,55.000000,0.148075,39.760809,5.000000
-40.000000,60.000000,0.149350,39.760809,5.000000
-40.000000,65.000000,0.154751,39.760809,5.000000
-40.000000,70.000000,0.153695,27.791080,5.000000
-40.000000,75.000000,0.154147,25.282319,5.000000
-40.000000,80.000000,0.151981,25.282319,5.000000
-40.000000,85.000000,0.151926,48.791893,5.000000
-40.000000,90.000000,0.153856,64.235923,5.000000
-40.000000,95.000000,0.154762,64.235923,5.000000
-40.000000,100.000000,0.154755,64.235923,5.000000
-40.000000,105.000000,0.159100,71.474017,5.000000
-40.000000,110.000000,0.161859,69.217099,5.000000
-40.000000,115.000000,0.161848,69.217099,5.000000
-40.000000,120.000000,0.163018,69.217099,5.000000
-40.000000,125.000000,0.161013,62.279652,5.000000
-40.000000,130.000000,0.159536,58.709511,5.000000
-40.000000,135.000000,0.158883,62.533915,5.000000
-40.000000,140.000000,0.159317,62.533915,5.000000
-40.000000,145.000000,0.159959,62.533915,5.000000
-40.000000,150.000000,0.159042,63.805319,5.000000
-40.000000,155.000000,0.157583,63.278718,5.000000
-40.000000,160.000000,0.158013,64.145423,5.000000
-40.000000,165.000000,0.158059,64.145423,5.000000
-40.000000,170.000000,0.156584,61.817894,5.000000
-40.000000,175.000000,0.157431,61.817894,5.000000
-35.000000,-180.000000,0.161362,96.395540,5.000000
-35.000000,-175.000000,0.160300,96.395540,5.000000
-35.000000,-170.000000,0.160385,103.088836,5.000000
-35.000000,-165.000000,0.160294,103.088836,5.000000
-35.000000,-160.000000,0.158425,99.916014,5.000000
-35.000000,-155.000000,0.162886,107.475866,5.000000
-35.000000,-150.000000,0.160239,107.475866,5.000000
-35.000000,-145.000000,0.161766,112.504517,5.000000
-35.000000,-140.000000,0.162791,112.504517,5.000000
-35.000000,-135.000000,0.163446,112.504517,5.000000
-35.000000,-130.000000,0.163436,112.504517,5.000000
-35.000000,-125.000000,0.158908,93.119915,5.000000
-35.000000,-120.000000,0.158897,93.119915,5.000000
-35.000000,-115.000000,0.160397,93.119915,5.000000
-35.000000,-110.000000,0.160292,84.065760,5.000000
-35.000000,-105.000000,0.159670,72.120490,5.000000
-35.000000,-100.000000,0.160615,58.559215,5.000000
-35.000000,-95.000000,0.160615,58.559215,5.000000
-35.000000,-90.000000,0.159202,58.559215,5.000000
-35.000000,-85.000000,0.159415,53.950136,5.000000
-35.000000,-80.000000,0.159420,53.950136,5.000000
-35.000000,-75.000000,0.159073,53.950136,5.000000
-35.000000,-70.000000,0.160126,58.677211,5.000000
-35.000000,-65.000000,0.159754,63.813937,5.000000
-35.000000,-60.000000,0.160724,85.095293,5.000000
-35.000000,-55.000000,0.160579,89.165508,5.000000
-35.000000,-50.000000,0.161923,96.419857,5.000000
-35.000000,-45.000000,0.161301,96.419857,5.000000
-35.000000,-40.000000,0.161933,109.147560,5.000000
-35.000000,-35.000000,0.163162,112.345765,5.000000
-35.000000,-30.000000,0.163016,112.345765,5.000000
-35.000000,-25.000000,0.163522,113.268111,5.000000
-35.000000,-20.000000,0.163481,105.605284,5.000000
-35.000000,-15.000000,0.163501,105.605284,5.000000
-35.000000,-10.000000,0.162847,97.776032,5.000000
-35.000000,-5.000000,0.154034,72.956639,5.000000
-35.000000,0.000000,0.156724,72.956639,5.000000
-35.000000,5.000000,0.156753,80.538421,5.000000
-35.000000,10.000000,0.156863,80.538421,5.000000
-35.000000,15.000000,0.151196,48.179511,5.000000
-35.000000,20.000000,0.151191,48.179511,5.000000
-35.000000,25.000000,0.151180,48.179511,5.000000
-35.000000,30.000000,0.151175,48.179511,5.000000
-35.000000,35.000000,0.153282,48.216506,5.000000
-35.000000,40.000000,0.148194,39.760809,5.000000
-35.000000,45.000000,0.148184,39.760809,5.000000
-35.000000,50.000000,0.148175,39.760809,5.000000
-35.000000,55.000000,0.148167,39.760809,5.000000
-35.000000,60.000000,0.148161,39.760809,5.000000
-35.000000,65.000000,0.149434,39.760809,5.000000
-35.000000,70.000000,0.154814,50.871012,5.000000
-35.000000,75.000000,0.155220,48.362251,5.000000
-35.000000,80.000000,0.150448,63.952346,5.000000
-35.000000,85.000000,0.150451,63.952346,5.000000
-35.000000,90.000000,0.158999,84.800161,5.000000
-35.000000,95.000000,0.165150,94.553949,5.000000
-35.000000,100.000000,0.165143,94.553949,5.000000
-35.000000,105.000000,0.163216,94.553949,5.000000
-35.000000,110.000000,0.163005,81.277376,5.000000
-35.000000,115.000000,0.162991,81.277376,5.000000
-35.000000,120.000000,0.161328,69.217099,5.000000
-35.000000,125.000000,0.161927,69.217099,5.000000
-35.000000,130.000000,0.160478,62.279652,5.000000
-35.000000,135.000000,0.160182,59.846899,5.000000
-35.000000,140.000000,0.158862,62.533915,5.000000
-35.000000,145.000000,0.159065,62.533915,5.000000
-35.000000,150.000000,0.159056,67.705737,5.000000
-35.000000,155.000000,0.158791,67.705737,5.000000
-35.000000,160.000000,0.158586,68.572441,5.000000
-35.000000,165.000000,0.159065,70.017493,5.000000
-35.000000,170.000000,0.159466,70.017493,5.000000
-35.000000,175.000000,0.159701,82.130508,5.000000
-30.000000,-180.000000,0.158772,96.395540,5.000000
-30.000000,-175.000000,0.159490,96.395540,5.000000
-30.000000,-170.000000,0.158781,103.088836,5.000000
-30.000000,-165.000000,0.158808,103.088836,5.000000
-30.000000,-160.000000,0.162186,116.456047,5.000000
-30.000000,-155.000000,0.160612,107.475866,5.000000
-30.000000,-150.000000,0.160348,107.475866,5.000000
-30.000000,-145.000000,0.161869,112.504517,5.000000
-30.000000,-140.000000,0.162893,112.504517,5.000000
-30.000000,-135.000000,0.162882,112.504517,5.000000
-30.000000,-130.000000,0.163534,112.504517,5.000000
-30.000000,-125.000000,0.159020,93.119915,5.000000
-30.000000,-120.000000,0.159009,93.119915,5.000000
-30.000000,-115.000000,0.158999,93.119915,5.000000
-30.000000,-110.000000,0.160368,84.065760,5.000000
-30.000000,-105.000000,0.161510,74.080999,5.000000
-30.000000,-100.000000,0.161708,59.290219,5.000000
-30.000000,-95.000000,0.161706,59.290219,5.000000
-30.000000,-90.000000,0.161706,59.290219,5.000000
-30.000000,-85.000000,0.159236,50.994647,5.000000
-30.000000,-80.000000,0.159241,50.994647,5.000000
-30.000000,-75.000000,0.160417,55.721723,5.000000
-30.000000,-70.000000,0.160849,59.408216,5.000000
-30.000000,-65.000000,0.161077,71.636995,5.000000
-30.000000,-60.000000,0.161898,95.695550,5.000000
-30.000000,-55.000000,0.161305,99.765765,5.000000
-30.000000,-50.000000,0.162838,104.909613,5.000000
-30.000000,-45.000000,0.162721,112.345765,5.000000
-30.000000,-40.000000,0.162505,112.345765,5.000000
-30.000000,-35.000000,0.163447,112.606184,5.000000
-30.000000,-30.000000,0.163149,112.606184,5.000000
-30.000000,-25.000000,0.163144,112.606184,5.000000
-30.000000,-20.000000,0.162560,105.605284,5.000000
-30.000000,-15.000000,0.162578,105.605284,5.000000
-30.000000,-10.000000,0.163292,97.338162,5.000000
-30.000000,-5.000000,0.163255,105.206479,5.000000
-30.000000,0.000000,0.162895,105.206479,5.000000
-30.000000,5.000000,0.153864,80.538421,5.000000
-30.000000,10.000000,0.154096,80.538421,5.000000
-30.000000,15.000000,0.154120,80.538421,5.000000
-30.000000,20.000000,0.154144,80.538421,5.000000
-30.000000,25.000000,0.151257,48.179511,5.000000
-30.000000,30.000000,0.151254,48.179511,5.000000
-30.000000,35.000000,0.151429,48.216506,5.000000
-30.000000,40.000000,0.153370,48.216506,5.000000
-30.000000,45.000000,0.148272,39.760809,5.000000
-30.000000,50.000000,0.148265,39.760809,5.000000
-30.000000,55.000000,0.154452,62.492078,5.000000
-30.000000,60.000000,0.152593,62.492078,5.000000
-30.000000,65.000000,0.151411,62.492078,5.000000
-30.000000,70.000000,0.151062,62.492078,5.000000
-30.000000,75.000000,0.150380,63.806282,5.000000
-30.000000,80.000000,0.155315,97.300692,5.000000
-30.000000,85.000000,0.164133,124.678782,5.000000
-30.000000,90.000000,0.164219,112.178251,5.000000
-30.000000,95.000000,0.164035,112.178251,5.000000
-30.000000,100.000000,0.165216,94.553949,5.000000
-30.000000,105.000000,0.165208,94.553949,5.000000
-30.000000,110.000000,0.163457,94.553949,5.000000
-30.000000,115.000000,0.163077,81.277376,5.000000
-30.000000,120.000000,0.162822,81.277376,5.000000
-30.000000,125.000000,0.161485,74.620885,5.000000
-30.000000,130.000000,0.162183,74.620885,5.000000
-30.000000,135.000000,0.161038,63.674856,5.000000
-30.000000,140.000000,0.159907,66.361872,5.000000
-30.000000,145.000000,0.160676,70.543247,5.000000
-30.000000,150.000000,0.160800,79.934441,5.000000
-30.000000,155.000000,0.162070,79.934441,5.000000
-30.000000,160.000000,0.162053,79.934441,5.000000
-30.000000,165.000000,0.160649,78.663884,5.000000
-30.000000,170.000000,0.160406,86.557527,5.000000
-30.000000,175.000000,0.159596,81.745422,5.000000
-25.000000,-180.000000,0.158851,96.395540,5.000000
-25.000000,-175.000000,0.159019,96.395540,5.000000
-25.000000,-170.000000,0.158923,103.088836,5.000000
-25.000000,-165.000000,0.160859,116.456047,5.000000
-25.000000,-160.000000,0.160541,116.456047,5.000000
-25.000000,-155.000000,0.163840,122.903551,5.000000
-25.000000,-150.000000,0.164064,122.903551,5.000000
-25.000000,-145.000000,0.161951,112.504517,5.000000
-25.000000,-140.000000,0.162974,112.504517,5.000000
-25.000000,-135.000000,0.162964,112.504517,5.000000
-25.000000,-130.000000,0.162955,112.504517,5.000000
-25.000000,-125.000000,0.163544,112.504517,5.000000
-25.000000,-120.000000,0.159105,93.119915,5.000000
-25.000000,-115.000000,0.159095,93.119915,5.000000
-25.000000,-110.000000,0.161685,91.933077,5.000000
-25.000000,-105.000000,0.161422,72.851494,5.000000
-25.000000,-100.000000,0.160617,59.290219,5.000000
-25.000000,-95.000000,0.159007,59.290219,5.000000
-25.000000,-90.000000,0.158888,59.290219,5.000000
-25.000000,-85.000000,0.159773,57.568830,5.000000
-25.000000,-80.000000,0.160406,55.721723,5.000000
-25.000000,-75.000000,0.160867,68.681507,5.000000
-25.000000,-70.000000,0.160662,68.681507,5.000000
-25.000000,-65.000000,0.162426,90.277340,5.000000
-25.000000,-60.000000,0.163239,122.142426,5.000000
-25.000000,-55.000000,0.163230,109.868794,5.000000
-25.000000,-50.000000,0.162356,108.107817,5.000000
-25.000000,-45.000000,0.163519,112.606184,5.000000
-25.000000,-40.000000,0.163174,112.606184,5.000000
-25.000000,-35.000000,0.163165,112.606184,5.000000
-25.000000,-30.000000,0.163182,112.606184,5.000000
-25.000000,-25.000000,0.162525,105.605284,5.000000
-25.000000,-20.000000,0.163695,109.392716,5.000000
-25.000000,-15.000000,0.163837,109.392716,5.000000
-25.000000,-10.000000,0.164149,122.018910,5.000000
-25.000000,-5.000000,0.163430,104.387369,5.000000
-25.000000,0.000000,0.163448,104.387369,5.000000
-25.000000,5.000000,0.163465,104.387369,5.000000
-25.000000,10.000000,0.154156,80.538421,5.000000
-25.000000,15.000000,0.154180,80.538421,5.000000
-25.000000,20.000000,0.154205,80.538421,5.000000
-25.000000,25.000000,0.163422,91.041851,5.000000
-25.000000,30.000000,0.163438,91.041851,5.000000
-25.000000,35.000000,0.154080,58.682941,5.000000
-25.000000,40.000000,0.163422,77.927961,5.000000
-25.000000,45.000000,0.154472,68.693960,5.000000
-25.000000,50.000000,0.155631,68.693960,5.000000
-25.000000,55.000000,0.154969,81.591034,5.000000
-25.000000,60.000000,0.154984,81.591034,5.000000
-25.000000,65.000000,0.154934,94.520179,5.000000
-25.000000,70.000000,0.163791,110.110273,5.000000
-25.000000,75.000000,0.164701,128.696553,5.000000
-25.000000,80.000000,0.163955,124.678782,5.000000
-25.000000,85.000000,0.163951,124.678782,5.000000
-25.000000,90.000000,0.163945,124.678782,5.000000
-25.000000,95.000000,0.163869,124.678782,5.000000
-25.000000,100.000000,0.164067,112.178251,5.000000
-25.000000,105.000000,0.164078,112.178251,5.000000
-25.000000,110.000000,0.163996,99.200770,5.000000
-25.000000,115.000000,0.163984,99.200770,5.000000
-25.000000,120.000000,0.162709,81.277376,5.000000
-25.000000,125.000000,0.162599,81.277376,5.000000
-25.000000,130.000000,0.162609,91.038964,5.000000
-25.000000,135.000000,0.161637,74.390386,5.000000
-25.000000,140.000000,0.161048,80.911688,5.000000
-25.000000,145.000000,0.162059,84.812106,5.000000
-25.000000,150.000000,0.161182,87.798214,5.000000
-25.000000,155.000000,0.161080,79.934441,5.000000
-25.000000,160.000000,0.162022,79.934441,5.000000
-25.000000,165.000000,0.160989,94.091570,5.000000
-25.000000,170.000000,0.160400,86.557527,5.000000
-25.000000,175.000000,0.161457,100.822559,5.000000
-20.000000,-180.000000,0.161206,100.822559,5.000000
-20.000000,-175.000000,0.160411,106.186237,5.000000
-20.000000,-170.000000,0.160616,106.186237,5.000000
-20.000000,-165.000000,0.162187,110.648688,5.000000
-20.000000,-160.000000,0.162899,122.903551,5.000000
-20.000000,-155.000000,0.163454,122.903551,5.000000
-20.000000,-150.000000,0.164111,122.903551,5.000000
-20.000000,-145.000000,0.162014,112.504517,5.000000
-20.000000,-140.000000,0.163036,112.504517,5.000000
-20.000000,-135.000000,0.162650,112.504517,5.000000
-20.000000,-130.000000,0.162641,112.504517,5.000000
-20.000000,-125.000000,0.162823,112.504517,5.000000
-20.000000,-120.000000,0.162113,125.484440,5.000000
-20.000000,-115.000000,0.162105,125.484440,5.000000
-20.000000,-110.000000,0.162098,125.484440,5.000000
-20.000000,-105.000000,0.162816,105.216019,5.000000
-20.000000,-100.000000,0.162131,124.216345,5.000000
-20.000000,-95.000000,0.162017,124.216345,5.000000
-20.000000,-90.000000,0.162166,124.216345,5.000000
-20.000000,-85.000000,0.163033,117.881282,5.000000
-20.000000,-80.000000,0.162680,114.685851,5.000000
-20.000000,-75.000000,0.162415,114.685851,5.000000
-20.000000,-70.000000,0.163871,131.639332,5.000000
-20.000000,-65.000000,0.163689,132.449715,5.000000
-20.000000,-60.000000,0.164770,149.607628,5.000000
-20.000000,-55.000000,0.165081,137.031477,5.000000
-20.000000,-50.000000,0.163715,112.228241,5.000000
-20.000000,-45.000000,0.163981,115.113334,5.000000
-20.000000,-40.000000,0.164178,115.113334,5.000000
-20.000000,-35.000000,0.164033,113.377447,5.000000
-20.000000,-30.000000,0.163861,118.393103,5.000000
-20.000000,-25.000000,0.163644,107.894387,5.000000
-20.000000,-20.000000,0.163788,107.894387,5.000000
-20.000000,-15.000000,0.163806,107.894387,5.000000
-20.000000,-10.000000,0.163559,123.096050,5.000000
-20.000000,-5.000000,0.163063,104.387369,5.000000
-20.000000,0.000000,0.162776,104.387369,5.000000
-20.000000,5.000000,0.163362,104.387369,5.000000
-20.000000,10.000000,0.163256,90.026069,5.000000
-20.000000,15.000000,0.163428,90.026069,5.000000
-20.000000,20.000000,0.163477,91.041851,5.000000
-20.000000,25.000000,0.163493,91.041851,5.000000
-20.000000,30.000000,0.163210,91.041851,5.000000
-20.000000,35.000000,0.163471,77.927961,5.000000
-20.000000,40.000000,0.162956,77.927961,5.000000
-20.000000,45.000000,0.165057,81.855453,5.000000
-20.000000,50.000000,0.164671,100.868125,5.000000
-20.000000,55.000000,0.163464,92.203533,5.000000
-20.000000,60.000000,0.165054,113.765199,5.000000
-20.000000,65.000000,0.164324,113.765199,5.000000
-20.000000,70.000000,0.165322,145.799055,5.000000
-20.000000,75.000000,0.164958,159.752871,5.000000
-20.000000,80.000000,0.165822,159.752871,5.000000
-20.000000,85.000000,0.165129,155.735100,5.000000
-20.000000,90.000000,0.163219,124.678782,5.000000
-20.000000,95.000000,0.163211,124.678782,5.000000
-20.000000,100.000000,0.163341,124.678782,5.000000
-20.000000,105.000000,0.163908,112.178251,5.000000
-20.000000,110.000000,0.162938,112.178251,5.000000
-20.000000,115.000000,0.164884,99.200770,5.000000
-20.000000,120.000000,0.163453,96.857158,5.000000
-20.000000,125.000000,0.164254,113.872696,5.000000
-20.000000,130.000000,0.163311,108.515602,5.000000
-20.000000,135.000000,0.163672,91.269565,5.000000
-20.000000,140.000000,0.162385,92.052638,5.000000
-20.000000,145.000000,0.162438,94.653659,5.000000
-20.000000,150.000000,0.162425,94.653659,5.000000
-20.000000,155.000000,0.163165,94.653659,5.000000
-20.000000,160.000000,0.162091,95.368156,5.000000
-20.000000,165.000000,0.162677,100.947015,5.000000
-20.000000,170.000000,0.160999,90.391813,5.000000
-20.000000,175.000000,0.161222,100.822559,5.000000
-15.000000,-180.000000,0.161247,100.822559,5.000000
-15.000000,-175.000000,0.160455,106.186237,5.000000
-15.000000,-170.000000,0.162502,110.648688,5.000000
-15.000000,-165.000000,0.160943,110.648688,5.000000
-15.000000,-160.000000,0.162831,122.903551,5.000000
-15.000000,-155.000000,0.163488,122.903551,5.000000
-15.000000,-150.000000,0.163918,122.903551,5.000000
-15.000000,-145.000000,0.161758,112.504517,5.000000
-15.000000,-140.000000,0.161747,112.504517,5.000000
-15.000000,-135.000000,0.162697,112.504517,5.000000
-15.000000,-130.000000,0.162688,112.504517,5.000000
-15.000000,-125.000000,0.163100,102.182806,5.000000
-15.000000,-120.000000,0.163293,102.182806,5.000000
-15.000000,-115.000000,0.162150,125.484440,5.000000
-15.000000,-110.000000,0.161329,125.484440,5.000000
-15.000000,-105.000000,0.164203,148.061280,5.000000
-15.000000,-100.000000,0.163570,158.983514,5.000000
-15.000000,-95.000000,0.163566,158.983514,5.000000
-15.000000,-90.000000,0.163327,154.572277,5.000000
-15.000000,-85.000000,0.164183,181.704143,5.000000
-15.000000,-80.000000,0.164179,181.704143,5.000000
-15.000000,-75.000000,0.164384,178.823751,5.000000
-15.000000,-70.000000,0.164752,168.662396,5.000000
-15.000000,-65.000000,0.165149,181.106368,5.000000
-15.000000,-60.000000,0.164782,176.790247,5.000000
-15.000000,-55.000000,0.165631,162.020958,5.000000
-15.000000,-50.000000,0.164741,125.111285,5.000000
-15.000000,-45.000000,0.163372,113.615005,5.000000
-15.000000,-40.000000,0.164047,113.615005,5.000000
-15.000000,-35.000000,0.163736,118.630660,5.000000
-15.000000,-30.000000,0.163749,118.630660,5.000000
-15.000000,-25.000000,0.163214,107.894387,5.000000
-15.000000,-20.000000,0.163756,107.894387,5.000000
-15.000000,-15.000000,0.163526,123.096050,5.000000
-15.000000,-10.000000,0.163518,123.096050,5.000000
-15.000000,-5.000000,0.162348,104.387369,5.000000
-15.000000,0.000000,0.162828,104.387369,5.000000
-15.000000,5.000000,0.162983,90.026069,5.000000
-15.000000,10.000000,0.163312,90.026069,5.000000
-15.000000,15.000000,0.163331,90.026069,5.000000
-15.000000,20.000000,0.163531,91.041851,5.000000
-15.000000,25.000000,0.163547,91.041851,5.000000
